========================
PROJECT 3 — LOAD BALANCER LOG
========================
Servers (start): 10
Clock cycles: 10000
TASK TIME RANGE (required): [MIN=5, MAX=40] cycles

Scaling policy:
  Lower threshold = 50 * active_servers
  Upper threshold = 80 * active_servers
  Rest window after scaling (n): 25 cycles

Request arrival model:
  Arrival chance per cycle: 0.3
  Batch size per arrival: 1 to 2
  Initial fill rule: servers * 100

Firewall / IP blocker:
  Blocked ranges: 192.168.10., 10.10.
  Rejection action: discard + log
========================
[INFO] Starting queue size (required): 1000 (seeded from servers * 100)
[SCALE_UP] t=00001 SCALE_UP to 11 | queue=990 (above 80*servers)
[ARRIVAL] t=03496 ARRIVAL +1 | queue=573 | rejected_total=0
[ARRIVAL] t=03498 ARRIVAL +2 | queue=575 | rejected_total=0
[HEARTBEAT] t=03500 queue=575 servers=13 busy=13 completed=1995 rejected=0
[ARRIVAL] t=03501 ARRIVAL +2 | queue=577 | rejected_total=0
[ARRIVAL] t=03502 ARRIVAL +2 | queue=578 | rejected_total=0
[ARRIVAL] t=03506 ARRIVAL +2 | queue=577 | rejected_total=0
[ARRIVAL] t=03507 ARRIVAL +2 | queue=576 | rejected_total=0
[ARRIVAL] t=03508 ARRIVAL +2 | queue=578 | rejected_total=0
[ARRIVAL] t=03512 ARRIVAL +1 | queue=576 | rejected_total=0
[ARRIVAL] t=03513 ARRIVAL +2 | queue=575 | rejected_total=0
[ARRIVAL] t=03519 ARRIVAL +2 | queue=574 | rejected_total=0
[ARRIVAL] t=03521 ARRIVAL +1 | queue=574 | rejected_total=0
[ARRIVAL] t=03528 ARRIVAL +2 | queue=573 | rejected_total=0
[ARRIVAL] t=03532 ARRIVAL +2 | queue=573 | rejected_total=0
[ARRIVAL] t=03533 ARRIVAL +2 | queue=575 | rejected_total=0
[ARRIVAL] t=03534 ARRIVAL +2 | queue=577 | rejected_total=0
[ARRIVAL] t=03536 ARRIVAL +2 | queue=578 | rejected_total=0
[ARRIVAL] t=03542 ARRIVAL +2 | queue=576 | rejected_total=0
[ARRIVAL] t=03544 ARRIVAL +1 | queue=576 | rejected_total=0
[ARRIVAL] t=03548 ARRIVAL +1 | queue=571 | rejected_total=0
[ARRIVAL] t=03550 ARRIVAL +1 | queue=570 | rejected_total=0
[ARRIVAL] t=03556 ARRIVAL +2 | queue=570 | rejected_total=0
[ARRIVAL] t=03559 ARRIVAL +1 | queue=569 | rejected_total=0
[ARRIVAL] t=03560 ARRIVAL +1 | queue=570 | rejected_total=0
[ARRIVAL] t=03561 ARRIVAL +2 | queue=571 | rejected_total=0
[ARRIVAL] t=03567 ARRIVAL +1 | queue=571 | rejected_total=0
[ARRIVAL] t=03568 ARRIVAL +2 | queue=573 | rejected_total=0
[ARRIVAL] t=03571 ARRIVAL +1 | queue=573 | rejected_total=0
[ARRIVAL] t=03573 ARRIVAL +2 | queue=574 | rejected_total=0
[ARRIVAL] t=03574 ARRIVAL +1 | queue=573 | rejected_total=0
[ARRIVAL] t=03576 ARRIVAL +1 | queue=571 | rejected_total=0
[ARRIVAL] t=03578 ARRIVAL +1 | queue=570 | rejected_total=0
[ARRIVAL] t=03579 ARRIVAL +2 | queue=572 | rejected_total=0
[ARRIVAL] t=03580 ARRIVAL +2 | queue=572 | rejected_total=0
[ARRIVAL] t=03581 ARRIVAL +2 | queue=574 | rejected_total=0
[ARRIVAL] t=03583 ARRIVAL +2 | queue=576 | rejected_total=0
[ARRIVAL] t=03586 ARRIVAL +1 | queue=576 | rejected_total=0
[ARRIVAL] t=03596 ARRIVAL +2 | queue=573 | rejected_total=0
[ARRIVAL] t=03598 ARRIVAL +1 | queue=571 | rejected_total=0
[HEARTBEAT] t=03600 queue=571 servers=13 busy=13 completed=2057 rejected=0
[ARRIVAL] t=03603 ARRIVAL +1 | queue=571 | rejected_total=0
[ARRIVAL] t=03607 ARRIVAL +1 | queue=570 | rejected_total=0
[ARRIVAL] t=03621 ARRIVAL +2 | queue=562 | rejected_total=0
[ARRIVAL] t=03624 ARRIVAL +2 | queue=564 | rejected_total=0
[ARRIVAL] t=03625 ARRIVAL +2 | queue=565 | rejected_total=0
[ARRIVAL] t=03628 ARRIVAL +1 | queue=565 | rejected_total=0
[ARRIVAL] t=03629 ARRIVAL +1 | queue=566 | rejected_total=0
[ARRIVAL] t=03633 ARRIVAL +2 | queue=563 | rejected_total=0
[ARRIVAL] t=03634 ARRIVAL +2 | queue=565 | rejected_total=0
[ARRIVAL] t=03635 ARRIVAL +2 | queue=565 | rejected_total=0
[ARRIVAL] t=03642 ARRIVAL +2 | queue=565 | rejected_total=0
[ARRIVAL] t=03645 ARRIVAL +1 | queue=566 | rejected_total=0
[ARRIVAL] t=03651 ARRIVAL +1 | queue=563 | rejected_total=0
[ARRIVAL] t=03654 ARRIVAL +1 | queue=561 | rejected_total=0
[ARRIVAL] t=03658 ARRIVAL +1 | queue=561 | rejected_total=0
[ARRIVAL] t=03677 ARRIVAL +2 | queue=556 | rejected_total=0
[ARRIVAL] t=03688 ARRIVAL +2 | queue=551 | rejected_total=0
[ARRIVAL] t=03691 ARRIVAL +2 | queue=553 | rejected_total=0
[ARRIVAL] t=03697 ARRIVAL +1 | queue=550 | rejected_total=0
[HEARTBEAT] t=03700 queue=549 servers=13 busy=13 completed=2108 rejected=0
[ARRIVAL] t=03702 ARRIVAL +1 | queue=549 | rejected_total=0
[ARRIVAL] t=03703 ARRIVAL +1 | queue=550 | rejected_total=0
[ARRIVAL] t=03708 ARRIVAL +1 | queue=546 | rejected_total=0
[ARRIVAL] t=03709 ARRIVAL +1 | queue=547 | rejected_total=0
[ARRIVAL] t=03710 ARRIVAL +2 | queue=549 | rejected_total=0
[ARRIVAL] t=03712 ARRIVAL +2 | queue=549 | rejected_total=0
[ARRIVAL] t=03718 ARRIVAL +2 | queue=548 | rejected_total=0
[ARRIVAL] t=03719 ARRIVAL +1 | queue=549 | rejected_total=0
[ARRIVAL] t=03720 ARRIVAL +2 | queue=550 | rejected_total=0
[ARRIVAL] t=03722 ARRIVAL +2 | queue=550 | rejected_total=0
[ARRIVAL] t=03723 ARRIVAL +1 | queue=551 | rejected_total=0
[ARRIVAL] t=03728 ARRIVAL +1 | queue=549 | rejected_total=0
[ARRIVAL] t=03730 ARRIVAL +1 | queue=550 | rejected_total=0
[ARRIVAL] t=03736 ARRIVAL +1 | queue=548 | rejected_total=0
[ARRIVAL] t=03739 ARRIVAL +1 | queue=548 | rejected_total=0
[ARRIVAL] t=03740 ARRIVAL +2 | queue=548 | rejected_total=0
[ARRIVAL] t=03744 ARRIVAL +1 | queue=544 | rejected_total=0
[ARRIVAL] t=03746 ARRIVAL +2 | queue=544 | rejected_total=0
[ARRIVAL] t=03747 ARRIVAL +1 | queue=544 | rejected_total=0
[ARRIVAL] t=03748 ARRIVAL +1 | queue=545 | rejected_total=0
[ARRIVAL] t=03751 ARRIVAL +2 | queue=547 | rejected_total=0
[ARRIVAL] t=03754 ARRIVAL +2 | queue=548 | rejected_total=0
[ARRIVAL] t=03756 ARRIVAL +2 | queue=550 | rejected_total=0
[ARRIVAL] t=03758 ARRIVAL +1 | queue=550 | rejected_total=0
[ARRIVAL] t=03761 ARRIVAL +2 | queue=551 | rejected_total=0
[ARRIVAL] t=03766 ARRIVAL +1 | queue=545 | rejected_total=0
[ARRIVAL] t=03769 ARRIVAL +2 | queue=547 | rejected_total=0
[ARRIVAL] t=03770 ARRIVAL +2 | queue=548 | rejected_total=0
[ARRIVAL] t=03772 ARRIVAL +1 | queue=548 | rejected_total=0
[ARRIVAL] t=03774 ARRIVAL +1 | queue=548 | rejected_total=0
[ARRIVAL] t=03775 ARRIVAL +1 | queue=549 | rejected_total=0
[ARRIVAL] t=03778 ARRIVAL +2 | queue=548 | rejected_total=0
[ARRIVAL] t=03781 ARRIVAL +2 | queue=549 | rejected_total=0
[ARRIVAL] t=03785 ARRIVAL +2 | queue=548 | rejected_total=0
[ARRIVAL] t=03791 ARRIVAL +2 | queue=547 | rejected_total=0
[COMPLETE] t=03800 COMPLETE server=0 | completed=2168
[ASSIGN] t=03800 ASSIGN server=0 job=S time=22 | queue=541
[HEARTBEAT] t=03800 queue=541 servers=13 busy=13 completed=2168 rejected=0
[ARRIVAL] t=03801 ARRIVAL +1 | queue=542 | rejected_total=0
[ARRIVAL] t=03808 ARRIVAL +1 | queue=538 | rejected_total=0
[ARRIVAL] t=03811 ARRIVAL +1 | queue=538 | rejected_total=0
[ARRIVAL] t=03815 ARRIVAL +2 | queue=538 | rejected_total=0
[ARRIVAL] t=03816 ARRIVAL +2 | queue=540 | rejected_total=0
[ARRIVAL] t=03820 ARRIVAL +2 | queue=539 | rejected_total=0
[ARRIVAL] t=03823 ARRIVAL +2 | queue=538 | rejected_total=0
[ARRIVAL] t=03825 ARRIVAL +2 | queue=539 | rejected_total=0
[ARRIVAL] t=03826 ARRIVAL +1 | queue=540 | rejected_total=0
[ARRIVAL] t=03832 ARRIVAL +1 | queue=538 | rejected_total=0
[ARRIVAL] t=03846 ARRIVAL +2 | queue=530 | rejected_total=0
[ARRIVAL] t=03852 ARRIVAL +2 | queue=529 | rejected_total=0
[ARRIVAL] t=03853 ARRIVAL +1 | queue=530 | rejected_total=0
[ARRIVAL] t=03857 ARRIVAL +2 | queue=529 | rejected_total=0
[ARRIVAL] t=03860 ARRIVAL +1 | queue=529 | rejected_total=0
[ARRIVAL] t=03863 ARRIVAL +1 | queue=530 | rejected_total=0
[ARRIVAL] t=03865 ARRIVAL +1 | queue=525 | rejected_total=0
[ARRIVAL] t=03868 ARRIVAL +2 | queue=526 | rejected_total=0
[ARRIVAL] t=03871 ARRIVAL +1 | queue=526 | rejected_total=0
[ARRIVAL] t=03877 ARRIVAL +2 | queue=527 | rejected_total=0
[ARRIVAL] t=03879 ARRIVAL +1 | queue=526 | rejected_total=0
[ARRIVAL] t=03880 ARRIVAL +2 | queue=528 | rejected_total=0
[ARRIVAL] t=03885 ARRIVAL +2 | queue=528 | rejected_total=0
[ARRIVAL] t=03886 ARRIVAL +2 | queue=530 | rejected_total=0
[ARRIVAL] t=03892 ARRIVAL +1 | queue=530 | rejected_total=0
[ARRIVAL] t=03893 ARRIVAL +2 | queue=532 | rejected_total=0
[ARRIVAL] t=03896 ARRIVAL +2 | queue=532 | rejected_total=0
[ARRIVAL] t=03897 ARRIVAL +1 | queue=530 | rejected_total=0
[ARRIVAL] t=03900 ARRIVAL +1 | queue=529 | rejected_total=0
[HEARTBEAT] t=03900 queue=529 servers=13 busy=13 completed=2224 rejected=0
[ARRIVAL] t=03903 ARRIVAL +2 | queue=529 | rejected_total=0
[ARRIVAL] t=03908 ARRIVAL +2 | queue=528 | rejected_total=0
[ARRIVAL] t=03915 ARRIVAL +1 | queue=525 | rejected_total=0
[ARRIVAL] t=03918 ARRIVAL +2 | queue=524 | rejected_total=0
[ARRIVAL] t=03919 ARRIVAL +1 | queue=525 | rejected_total=0
[ARRIVAL] t=03920 ARRIVAL +1 | queue=525 | rejected_total=0
[ARRIVAL] t=03923 ARRIVAL +1 | queue=523 | rejected_total=0
[ARRIVAL] t=03927 ARRIVAL +1 | queue=522 | rejected_total=0
[ARRIVAL] t=03930 ARRIVAL +2 | queue=523 | rejected_total=0
[ARRIVAL] t=03932 ARRIVAL +2 | queue=524 | rejected_total=0
[ARRIVAL] t=03934 ARRIVAL +1 | queue=521 | rejected_total=0
[ARRIVAL] t=03935 ARRIVAL +1 | queue=520 | rejected_total=0
[ARRIVAL] t=03937 ARRIVAL +1 | queue=521 | rejected_total=0
[ARRIVAL] t=03938 ARRIVAL +1 | queue=522 | rejected_total=0
[ARRIVAL] t=03941 ARRIVAL +1 | queue=520 | rejected_total=0
[ARRIVAL] t=03943 ARRIVAL +2 | queue=520 | rejected_total=0
[ARRIVAL] t=03948 ARRIVAL +1 | queue=519 | rejected_total=0
[ARRIVAL] t=03952 ARRIVAL +2 | queue=518 | rejected_total=0
[ARRIVAL] t=03961 ARRIVAL +1 | queue=514 | rejected_total=0
[ARRIVAL] t=03964 ARRIVAL +1 | queue=515 | rejected_total=0
[ARRIVAL] t=03966 ARRIVAL +2 | queue=515 | rejected_total=0
[ARRIVAL] t=03969 ARRIVAL +1 | queue=513 | rejected_total=0
[ARRIVAL] t=03970 ARRIVAL +1 | queue=514 | rejected_total=0
[ARRIVAL] t=03976 ARRIVAL +2 | queue=514 | rejected_total=0
[ARRIVAL] t=03986 ARRIVAL +1 | queue=508 | rejected_total=0
[ARRIVAL] t=03988 ARRIVAL +2 | queue=508 | rejected_total=0
[ARRIVAL] t=03990 ARRIVAL +1 | queue=509 | rejected_total=0
[ARRIVAL] t=03992 ARRIVAL +2 | queue=510 | rejected_total=0
[COMPLETE] t=04000 COMPLETE server=7 | completed=2288
[COMPLETE] t=04000 COMPLETE server=12 | completed=2289
[ASSIGN] t=04000 ASSIGN server=7 job=S time=7 | queue=504
[ASSIGN] t=04000 ASSIGN server=12 job=P time=21 | queue=503
[HEARTBEAT] t=04000 queue=503 servers=13 busy=13 completed=2289 rejected=0
[ARRIVAL] t=04013 ARRIVAL +2 | queue=499 | rejected_total=0
[ARRIVAL] t=04014 ARRIVAL +2 | queue=500 | rejected_total=0
[ARRIVAL] t=04019 ARRIVAL +1 | queue=501 | rejected_total=0
[ARRIVAL] t=04020 ARRIVAL +1 | queue=502 | rejected_total=0
[ARRIVAL] t=04021 ARRIVAL +1 | queue=500 | rejected_total=0
[ARRIVAL] t=04023 ARRIVAL +2 | queue=502 | rejected_total=0
[ARRIVAL] t=04025 ARRIVAL +2 | queue=503 | rejected_total=0
[ARRIVAL] t=04029 ARRIVAL +2 | queue=500 | rejected_total=0
[ARRIVAL] t=04031 ARRIVAL +1 | queue=500 | rejected_total=0
[ARRIVAL] t=04033 ARRIVAL +2 | queue=501 | rejected_total=0
[ARRIVAL] t=04034 ARRIVAL +1 | queue=500 | rejected_total=0
[ARRIVAL] t=04038 ARRIVAL +1 | queue=500 | rejected_total=0
[ARRIVAL] t=04045 ARRIVAL +1 | queue=498 | rejected_total=0
[ARRIVAL] t=04046 ARRIVAL +1 | queue=499 | rejected_total=0
[ARRIVAL] t=04053 ARRIVAL +1 | queue=496 | rejected_total=0
[ARRIVAL] t=04055 ARRIVAL +1 | queue=495 | rejected_total=0
[ARRIVAL] t=04063 ARRIVAL +2 | queue=491 | rejected_total=0
[ARRIVAL] t=04068 ARRIVAL +2 | queue=488 | rejected_total=0
[ARRIVAL] t=04076 ARRIVAL +1 | queue=486 | rejected_total=0
[ARRIVAL] t=04078 ARRIVAL +1 | queue=487 | rejected_total=0
[ARRIVAL] t=04080 ARRIVAL +1 | queue=486 | rejected_total=0
[ARRIVAL] t=04083 ARRIVAL +1 | queue=485 | rejected_total=0
[ARRIVAL] t=04089 ARRIVAL +1 | queue=482 | rejected_total=0
[ARRIVAL] t=04093 ARRIVAL +1 | queue=482 | rejected_total=0
[ARRIVAL] t=04094 ARRIVAL +2 | queue=483 | rejected_total=0
[ARRIVAL] t=04098 ARRIVAL +1 | queue=482 | rejected_total=0
[ARRIVAL] t=04100 ARRIVAL +1 | queue=481 | rejected_total=0
[HEARTBEAT] t=04100 queue=481 servers=13 busy=13 completed=2347 rejected=0
[ARRIVAL] t=04102 ARRIVAL +1 | queue=482 | rejected_total=0
[ARRIVAL] t=04126 ARRIVAL +2 | queue=473 | rejected_total=0
[ARRIVAL] t=04129 ARRIVAL +2 | queue=472 | rejected_total=0
[ARRIVAL] t=04130 ARRIVAL +2 | queue=474 | rejected_total=0
[ARRIVAL] t=04136 ARRIVAL +2 | queue=473 | rejected_total=0
[ARRIVAL] t=04137 ARRIVAL +1 | queue=474 | rejected_total=0
[ARRIVAL] t=04148 ARRIVAL +2 | queue=468 | rejected_total=0
[ARRIVAL] t=04152 ARRIVAL +2 | queue=470 | rejected_total=0
[ARRIVAL] t=04155 ARRIVAL +1 | queue=469 | rejected_total=0
[ARRIVAL] t=04158 ARRIVAL +1 | queue=467 | rejected_total=0
[ARRIVAL] t=04159 ARRIVAL +1 | queue=467 | rejected_total=0
[ARRIVAL] t=04165 ARRIVAL +1 | queue=464 | rejected_total=0
[ARRIVAL] t=04166 ARRIVAL +1 | queue=465 | rejected_total=0
[ARRIVAL] t=04174 ARRIVAL +2 | queue=466 | rejected_total=0
[ARRIVAL] t=04176 ARRIVAL +1 | queue=466 | rejected_total=0
[ARRIVAL] t=04179 ARRIVAL +1 | queue=462 | rejected_total=0
[ARRIVAL] t=04180 ARRIVAL +1 | queue=463 | rejected_total=0
[ARRIVAL] t=04182 ARRIVAL +2 | queue=465 | rejected_total=0
[ARRIVAL] t=04183 ARRIVAL +1 | queue=464 | rejected_total=0
[ARRIVAL] t=04186 ARRIVAL +2 | queue=465 | rejected_total=0
[ARRIVAL] t=04187 ARRIVAL +1 | queue=466 | rejected_total=0
[ARRIVAL] t=04188 ARRIVAL +1 | queue=467 | rejected_total=0
[ARRIVAL] t=04194 ARRIVAL +2 | queue=463 | rejected_total=0
[ARRIVAL] t=04195 ARRIVAL +1 | queue=463 | rejected_total=0
[COMPLETE] t=04200 COMPLETE server=4 | completed=2400
[ASSIGN] t=04200 ASSIGN server=4 job=P time=24 | queue=462
[HEARTBEAT] t=04200 queue=462 servers=13 busy=13 completed=2400 rejected=0
[ARRIVAL] t=04201 ARRIVAL +1 | queue=463 | rejected_total=0
[ARRIVAL] t=04207 ARRIVAL +2 | queue=459 | rejected_total=0
[ARRIVAL] t=04209 ARRIVAL +2 | queue=461 | rejected_total=0
[ARRIVAL] t=04211 ARRIVAL +1 | queue=462 | rejected_total=0
[ARRIVAL] t=04212 ARRIVAL +1 | queue=462 | rejected_total=0
[ARRIVAL] t=04217 ARRIVAL +1 | queue=459 | rejected_total=0
[ARRIVAL] t=04220 ARRIVAL +2 | queue=461 | rejected_total=0
[ARRIVAL] t=04229 ARRIVAL +1 | queue=455 | rejected_total=0
[ARRIVAL] t=04233 ARRIVAL +1 | queue=455 | rejected_total=0
[ARRIVAL] t=04235 ARRIVAL +2 | queue=456 | rejected_total=0
[ARRIVAL] t=04236 ARRIVAL +1 | queue=457 | rejected_total=0
[ARRIVAL] t=04238 ARRIVAL +1 | queue=456 | rejected_total=0
[ARRIVAL] t=04245 ARRIVAL +2 | queue=452 | rejected_total=0
[ARRIVAL] t=04247 ARRIVAL +2 | queue=454 | rejected_total=0
[ARRIVAL] t=04251 ARRIVAL +1 | queue=454 | rejected_total=0
[ARRIVAL] t=04256 ARRIVAL +2 | queue=452 | rejected_total=0
[ARRIVAL] t=04257 ARRIVAL +2 | queue=454 | rejected_total=0
[ARRIVAL] t=04259 ARRIVAL +2 | queue=456 | rejected_total=0
[ARRIVAL] t=04260 ARRIVAL +1 | queue=457 | rejected_total=0
[ARRIVAL] t=04262 ARRIVAL +2 | queue=457 | rejected_total=0
[ARRIVAL] t=04264 ARRIVAL +2 | queue=459 | rejected_total=0
[ARRIVAL] t=04266 ARRIVAL +1 | queue=460 | rejected_total=0
[ARRIVAL] t=04271 ARRIVAL +1 | queue=457 | rejected_total=0
[ARRIVAL] t=04283 ARRIVAL +1 | queue=452 | rejected_total=0
[ARRIVAL] t=04284 ARRIVAL +2 | queue=454 | rejected_total=0
[ARRIVAL] t=04287 ARRIVAL +2 | queue=456 | rejected_total=0
[ARRIVAL] t=04288 ARRIVAL +2 | queue=458 | rejected_total=0
[ARRIVAL] t=04289 ARRIVAL +1 | queue=457 | rejected_total=0
[ARRIVAL] t=04290 ARRIVAL +1 | queue=458 | rejected_total=0
[ARRIVAL] t=04291 ARRIVAL +1 | queue=459 | rejected_total=0
[ARRIVAL] t=04293 ARRIVAL +2 | queue=457 | rejected_total=0
[ARRIVAL] t=04294 ARRIVAL +1 | queue=458 | rejected_total=0
[COMPLETE] t=04300 COMPLETE server=2 | completed=2456
[COMPLETE] t=04300 COMPLETE server=11 | completed=2457
[ASSIGN] t=04300 ASSIGN server=2 job=P time=40 | queue=453
[ASSIGN] t=04300 ASSIGN server=11 job=P time=32 | queue=452
[HEARTBEAT] t=04300 queue=452 servers=13 busy=13 completed=2457 rejected=0
[ARRIVAL] t=04308 ARRIVAL +2 | queue=452 | rejected_total=0
[ARRIVAL] t=04311 ARRIVAL +1 | queue=450 | rejected_total=0
[ARRIVAL] t=04313 ARRIVAL +2 | queue=452 | rejected_total=0
[ARRIVAL] t=04315 ARRIVAL +2 | queue=454 | rejected_total=0
[ARRIVAL] t=04320 ARRIVAL +1 | queue=451 | rejected_total=0
[ARRIVAL] t=04322 ARRIVAL +2 | queue=452 | rejected_total=0
[ARRIVAL] t=04325 ARRIVAL +2 | queue=452 | rejected_total=0
[ARRIVAL] t=04331 ARRIVAL +2 | queue=452 | rejected_total=0
[ARRIVAL] t=04336 ARRIVAL +1 | queue=446 | rejected_total=0
[ARRIVAL] t=04348 ARRIVAL +2 | queue=441 | rejected_total=0
[ARRIVAL] t=04356 ARRIVAL +1 | queue=439 | rejected_total=0
[ARRIVAL] t=04359 ARRIVAL +2 | queue=440 | rejected_total=0
[ARRIVAL] t=04361 ARRIVAL +1 | queue=440 | rejected_total=0
[ARRIVAL] t=04364 ARRIVAL +2 | queue=438 | rejected_total=0
[ARRIVAL] t=04374 ARRIVAL +1 | queue=433 | rejected_total=0
[ARRIVAL] t=04378 ARRIVAL +1 | queue=432 | rejected_total=0
[ARRIVAL] t=04380 ARRIVAL +2 | queue=433 | rejected_total=0
[ARRIVAL] t=04384 ARRIVAL +2 | queue=435 | rejected_total=0
[ARRIVAL] t=04385 ARRIVAL +2 | queue=436 | rejected_total=0
[ARRIVAL] t=04387 ARRIVAL +1 | queue=436 | rejected_total=0
[ARRIVAL] t=04388 ARRIVAL +2 | queue=435 | rejected_total=0
[ARRIVAL] t=04390 ARRIVAL +1 | queue=436 | rejected_total=0
[ARRIVAL] t=04391 ARRIVAL +2 | queue=438 | rejected_total=0
[ARRIVAL] t=04392 ARRIVAL +1 | queue=439 | rejected_total=0
[ARRIVAL] t=04393 ARRIVAL +1 | queue=440 | rejected_total=0
[ARRIVAL] t=04394 ARRIVAL +2 | queue=439 | rejected_total=0
[ARRIVAL] t=04395 ARRIVAL +1 | queue=439 | rejected_total=0
[ARRIVAL] t=04397 ARRIVAL +1 | queue=439 | rejected_total=0
[ARRIVAL] t=04398 ARRIVAL +2 | queue=441 | rejected_total=0
[ARRIVAL] t=04400 ARRIVAL +2 | queue=442 | rejected_total=0
[HEARTBEAT] t=04400 queue=442 servers=13 busy=13 completed=2514 rejected=0
[ARRIVAL] t=04402 ARRIVAL +1 | queue=442 | rejected_total=0
[ARRIVAL] t=04408 ARRIVAL +2 | queue=442 | rejected_total=0
[ARRIVAL] t=04410 ARRIVAL +1 | queue=443 | rejected_total=0
[ARRIVAL] t=04414 ARRIVAL +2 | queue=443 | rejected_total=0
[ARRIVAL] t=04417 ARRIVAL +2 | queue=441 | rejected_total=0
[ARRIVAL] t=04420 ARRIVAL +2 | queue=441 | rejected_total=0
[ARRIVAL] t=04427 ARRIVAL +1 | queue=439 | rejected_total=0
[ARRIVAL] t=04429 ARRIVAL +1 | queue=438 | rejected_total=0
[ARRIVAL] t=04436 ARRIVAL +1 | queue=433 | rejected_total=0
[ARRIVAL] t=04446 ARRIVAL +2 | queue=433 | rejected_total=0
[ARRIVAL] t=04453 ARRIVAL +2 | queue=430 | rejected_total=0
[ARRIVAL] t=04454 ARRIVAL +1 | queue=430 | rejected_total=0
[ARRIVAL] t=04463 ARRIVAL +1 | queue=427 | rejected_total=0
[ARRIVAL] t=04466 ARRIVAL +1 | queue=426 | rejected_total=0
[ARRIVAL] t=04475 ARRIVAL +2 | queue=423 | rejected_total=0
[ARRIVAL] t=04477 ARRIVAL +1 | queue=424 | rejected_total=0
[ARRIVAL] t=04479 ARRIVAL +1 | queue=425 | rejected_total=0
[ARRIVAL] t=04481 ARRIVAL +1 | queue=424 | rejected_total=0
[ARRIVAL] t=04485 ARRIVAL +1 | queue=424 | rejected_total=0
[ARRIVAL] t=04490 ARRIVAL +2 | queue=424 | rejected_total=0
[ARRIVAL] t=04494 ARRIVAL +2 | queue=424 | rejected_total=0
[ARRIVAL] t=04499 ARRIVAL +2 | queue=421 | rejected_total=0
[HEARTBEAT] t=04500 queue=421 servers=13 busy=13 completed=2567 rejected=0
[ARRIVAL] t=04503 ARRIVAL +2 | queue=421 | rejected_total=0
[ARRIVAL] t=04508 ARRIVAL +1 | queue=420 | rejected_total=0
[ARRIVAL] t=04512 ARRIVAL +1 | queue=421 | rejected_total=0
[ARRIVAL] t=04514 ARRIVAL +2 | queue=421 | rejected_total=0
[ARRIVAL] t=04515 ARRIVAL +1 | queue=420 | rejected_total=0
[ARRIVAL] t=04522 ARRIVAL +2 | queue=417 | rejected_total=0
[ARRIVAL] t=04523 ARRIVAL +2 | queue=419 | rejected_total=0
[ARRIVAL] t=04528 ARRIVAL +1 | queue=417 | rejected_total=0
[ARRIVAL] t=04529 ARRIVAL +1 | queue=417 | rejected_total=0
[ARRIVAL] t=04532 ARRIVAL +2 | queue=418 | rejected_total=0
[ARRIVAL] t=04536 ARRIVAL +1 | queue=418 | rejected_total=0
[ARRIVAL] t=04539 ARRIVAL +1 | queue=419 | rejected_total=0
[ARRIVAL] t=04541 ARRIVAL +2 | queue=420 | rejected_total=0
[ARRIVAL] t=04545 ARRIVAL +1 | queue=419 | rejected_total=0
[ARRIVAL] t=04547 ARRIVAL +1 | queue=420 | rejected_total=0
[ARRIVAL] t=04552 ARRIVAL +1 | queue=415 | rejected_total=0
[ARRIVAL] t=04558 ARRIVAL +2 | queue=413 | rejected_total=0
[ARRIVAL] t=04562 ARRIVAL +2 | queue=411 | rejected_total=0
[ARRIVAL] t=04563 ARRIVAL +1 | queue=411 | rejected_total=0
[ARRIVAL] t=04565 ARRIVAL +2 | queue=411 | rejected_total=0
[ARRIVAL] t=04569 ARRIVAL +2 | queue=412 | rejected_total=0
[ARRIVAL] t=04571 ARRIVAL +2 | queue=410 | rejected_total=0
[ARRIVAL] t=04573 ARRIVAL +2 | queue=411 | rejected_total=0
[ARRIVAL] t=04576 ARRIVAL +2 | queue=413 | rejected_total=0
[ARRIVAL] t=04578 ARRIVAL +2 | queue=414 | rejected_total=0
[ARRIVAL] t=04580 ARRIVAL +1 | queue=415 | rejected_total=0
[ARRIVAL] t=04583 ARRIVAL +2 | queue=415 | rejected_total=0
[ARRIVAL] t=04587 ARRIVAL +2 | queue=414 | rejected_total=0
[ARRIVAL] t=04589 ARRIVAL +2 | queue=412 | rejected_total=0
[ARRIVAL] t=04592 ARRIVAL +1 | queue=413 | rejected_total=0
[ARRIVAL] t=04593 ARRIVAL +1 | queue=414 | rejected_total=0
[ARRIVAL] t=04598 ARRIVAL +1 | queue=412 | rejected_total=0
[ARRIVAL] t=04600 ARRIVAL +1 | queue=413 | rejected_total=0
[HEARTBEAT] t=04600 queue=413 servers=13 busy=13 completed=2625 rejected=0
[ARRIVAL] t=04602 ARRIVAL +1 | queue=413 | rejected_total=0
[ARRIVAL] t=04604 ARRIVAL +2 | queue=415 | rejected_total=0
[ARRIVAL] t=04606 ARRIVAL +2 | queue=416 | rejected_total=0
[ARRIVAL] t=04608 ARRIVAL +1 | queue=417 | rejected_total=0
[ARRIVAL] t=04612 ARRIVAL +1 | queue=417 | rejected_total=0
[ARRIVAL] t=04613 ARRIVAL +2 | queue=418 | rejected_total=0
[ARRIVAL] t=04614 ARRIVAL +2 | queue=418 | rejected_total=0
[ARRIVAL] t=04615 ARRIVAL +1 | queue=419 | rejected_total=0
[ARRIVAL] t=04621 ARRIVAL +2 | queue=417 | rejected_total=0
[ARRIVAL] t=04622 ARRIVAL +2 | queue=418 | rejected_total=0
